Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
03-Feb-25,15:19:40,T3399575,Completed,C8936795,eBike,Welcome,Saket A Block,,,,,,,595,25.58,4.3,3.8,UPI
27-Jun-25,6:31:21,T5580705,Completed,C9123445,eBike,Ashok Vihar,Aya Nagar,,,,,,,384,2.6,4.3,4.9,UPI
02-Sep-25,8:56:25,T5403342,Completed,C6147235,eBike,Vishwavidyalaya,India Gate,,,,,,,876,40.98,4.3,3.1,UPI
10-Jan-25,9:50:58,T5751707,Completed,C6069782,eBike,Lajpat Nagar,Saidulajab,,,,,,,278,27.55,4.3,4.3,UPI
29-Sep-25,17:53:14,T3392889,Completed,C8204366,eBike,Hauz Rani,Laxmi Nagar,,,,,,,211,10.81,4.3,4.8,UPI
23-Jul-25,11:54:46,T6432537,Completed,C7824383,eBike,Udyog Bhawan,Lajpat Nagar,,,,,,,102,48.23,4.3,4.9,UPI
06-Nov-25,5:04:23,T5469735,Completed,C9914751,eBike,RK Puram,Pitampura,,,,,,,194,42.68,4.3,4.5,UPI
08-Nov-25,8:14:42,T4269962,Completed,C5597323,eBike,Bahadurgarh,Munirka,,,,,,,958,49.71,4.3,4.5,UPI
15-Jun-25,17:43:19,T1606283,Completed,C8171669,eBike,Kherki Daula Toll,Anand Vihar ISBT,,,,,,,74,45.61,4.3,4.9,UPI
16-Feb-25,14:24:50,T5903458,Completed,C1388548,eBike,Mundka,Ashok Park Main,,,,,,,924,20.62,4.3,4.6,UPI
28-May-25,10:41:05,T2799740,Completed,C3478470,eBike,Udyog Bhawan,Rohini,,,,,,,62,18.65,4.3,4.3,UPI
16-Mar-25,11:51:47,T2768683,Completed,C4375104,eBike,Ashok Vihar,Jama Masjid,,,,,,,2425,29.57,4.3,4.6,UPI
09-Sep-25,18:14:30,T5680710,Completed,C3155228,eBike,Greater Noida,Huda City Centre,,,,,,,98,35.42,4.3,4,UPI
06-May-25,10:06:36,T8683375,Completed,C2401951,eBike,Dwarka Mor,Noida Extension,,,,,,,425,9.24,4.3,3.8,UPI
01-Jun-25,6:55:59,T1117865,Completed,C5163310,eBike,Nehru Place,DLF Phase 3,,,,,,,1052,48.01,4.3,3.7,UPI
10-Nov-25,18:05:50,T6316011,Completed,C4422690,eBike,Narsinghpur,Cyber Hub,,,,,,,311,37.98,4.3,4.1,UPI
28-May-25,15:52:44,T5290895,Completed,C3985279,eBike,Tilak Nagar,Anand Vihar ISBT,,,,,,,238,23.62,4.3,4.7,UPI
05-Aug-25,17:14:52,T7983676,Completed,C3876427,eBike,IGNOU Road,Vaishali,,,,,,,392,42.4,4.3,4.4,UPI
22-Jan-25,6:52:42,T8929574,Completed,C9561122,eBike,Kanhaiya Nagar,Keshav Puram,,,,,,,262,34.61,4.3,4.5,UPI
01-Dec-25,10:01:12,T3350770,Completed,C8356895,eBike,Azadpur,Narsinghpur,,,,,,,599,8.71,4.3,4.7,UPI
11-Feb-25,23:23:07,T8976574,Completed,C8307665,eBike,Jahangirpuri,Ramesh Nagar,,,,,,,1469,18.61,4.3,4.7,UPI
08-Aug-25,20:57:35,T5074635,Completed,C6690099,eBike,Nehru Place,Rajiv Chowk,,,,,,,318,14.74,4.3,4.7,UPI
06-Feb-25,17:18:13,T5607074,Completed,C8427074,eBike,Chandni Chowk,IGNOU Road,,,,,,,422,7.67,4.3,3.5,UPI
19-Apr-25,20:46:42,T7207680,Completed,C2370995,eBike,New Colony,Kashmere Gate,,,,,,,234,21.84,4.3,4.3,UPI
07-Nov-25,6:54:15,T2913839,Completed,C4037492,eBike,Pulbangash,Munirka,,,,,,,277,18.59,4.3,4.4,UPI
11-Jul-25,9:30:47,T8400705,Completed,C5391969,eBike,India Gate,Rohini East,,,,,,,284,10.22,4.3,4.7,UPI
07-Mar-25,5:21:28,T5718615,Completed,C4058807,eBike,Lal Quila,Kadarpur,,,,,,,245,15.68,4.3,4.9,UPI
02-Apr-25,19:55:35,T1409512,Completed,C8683710,eBike,Lal Quila,Shastri Nagar,,,,,,,453,10.7,4.3,4.6,UPI
28-Nov-25,11:58:19,T3072333,Completed,C9563188,eBike,Meerut,Connaught Place,,,,,,,175,28.69,4.3,4.3,UPI
04-May-25,7:41:24,T9566010,Completed,C4420201,eBike,Rajouri Garden,Kashmere Gate,,,,,,,644,33.77,4.3,3.2,UPI
20-Feb-25,5:57:08,T4904863,Completed,C3136713,eBike,Subhash Nagar,Noida Sector 62,,,,,,,153,18.43,4.3,4.7,UPI
20-Jul-25,19:52:22,T8658754,Completed,C9812459,eBike,Botanical Garden,Sarai Kale Khan,,,,,,,540,2.09,4.3,5,UPI
03-Jul-25,9:49:54,T3113026,Completed,C9728611,eBike,Rohini East,Bhikaji Cama Place,,,,,,,390,9.96,4.3,4.6,UPI
14-Apr-25,0:25:32,T2940986,Completed,C6033737,eBike,Mansarovar Park,Green Park,,,,,,,649,39.52,4.3,4.7,UPI
17-Jul-25,20:50:35,T7473525,Completed,C6696801,eBike,Vishwavidyalaya,Nirman Vihar,,,,,,,453,33.08,4.3,4.6,UPI
22-Jul-25,17:00:55,T1133298,Completed,C3560035,eBike,Vishwavidyalaya,Malviya Nagar,,,,,,,518,3.69,4.3,3.9,UPI
09-May-25,14:32:17,T7389572,Completed,C3360676,eBike,Kherki Daula Toll,Panchsheel Park,,,,,,,327,13.06,4.3,4.6,UPI
18-Oct-25,21:46:15,T3083153,Completed,C2919610,eBike,Anand Vihar,Pragati Maidan,,,,,,,279,20.1,4.3,4.4,UPI
22-May-25,21:03:37,T1973760,Completed,C6168722,eBike,Bhiwadi,India Gate,,,,,,,377,3.18,4.3,3.8,UPI
01-Feb-25,16:47:22,T6033316,Completed,C7720757,eBike,Anand Vihar ISBT,Saket A Block,,,,,,,241,36.08,4.3,4.7,UPI
28-Jul-25,15:44:27,T8075486,Completed,C7345252,eBike,Nawada,Bahadurgarh,,,,,,,219,49.35,4.3,4.1,UPI
08-Oct-25,12:09:03,T1048426,Completed,C3060381,eBike,Panipat,Lok Kalyan Marg,,,,,,,238,3.82,4.3,4.1,UPI
19-Jun-25,12:56:02,T4976272,Completed,C8329227,eBike,Khandsa,Maidan Garhi,,,,,,,310,6.55,4.3,4.4,UPI
19-Jan-25,11:53:16,T6864931,Completed,C2584457,eBike,Tis Hazari,Lajpat Nagar,,,,,,,360,47.53,4.3,4.4,UPI
01-Aug-25,5:18:47,T5703247,Completed,C9959765,eBike,Palam Vihar,Khandsa,,,,,,,72,36.6,4.3,4.9,UPI
21-Jun-25,18:19:01,T6375062,Completed,C8050904,eBike,Chhatarpur,Greater Kailash,,,,,,,140,41.57,4.3,4.7,UPI
20-Sep-25,12:23:10,T8915714,Completed,C5454232,eBike,Shastri Nagar,Vidhan Sabha,,,,,,,657,14.48,4.3,4.3,UPI
26-Mar-25,11:14:52,T6854688,Completed,C6233686,eBike,Noida Extension,Hauz Khas,,,,,,,220,42.83,4.3,4.5,UPI
17-Aug-25,18:35:14,T1424890,Completed,C9729296,eBike,Kaushambi,Dwarka Mor,,,,,,,298,23.84,4.3,4.9,UPI
07-Oct-25,10:35:25,T8211579,Completed,C5627940,eBike,Saidulajab,Noida Film City,,,,,,,347,33.62,4.3,4.5,UPI
14-May-25,19:53:46,T1237691,Completed,C9992785,eBike,Vishwavidyalaya,Tis Hazari,,,,,,,182,6.94,4.3,4.3,UPI
15-Jul-25,18:33:16,T9228765,Completed,C7826888,eBike,IFFCO Chowk,Lal Quila,,,,,,,974,26.38,4.3,4.7,UPI
08-Mar-25,8:28:02,T6046753,Completed,C8862137,eBike,Indraprastha,Gurgaon Sector 56,,,,,,,364,35.7,4.3,4.9,UPI
09-Apr-25,21:09:05,T1529709,Completed,C6160647,eBike,Ghitorni Village,Noida Extension,,,,,,,239,20.6,4.3,4.9,UPI
15-Mar-25,17:13:57,T4895786,Completed,C3300375,eBike,Basai Dhankot,Shastri Park,,,,,,,408,12.13,4.3,3.8,UPI
06-Jun-25,16:32:05,T4785403,Completed,C7032037,eBike,Model Town,Udyog Vihar Phase 4,,,,,,,119,13.99,4.3,4.2,UPI
18-Feb-25,18:16:42,T9286163,Completed,C1895775,eBike,Nawada,Green Park,,,,,,,119,11.1,4.3,4.2,UPI
04-Oct-25,16:07:09,T9246214,Completed,C3852613,eBike,Kashmere Gate ISBT,ITO,,,,,,,260,11.68,4.3,4.2,UPI
04-Jan-25,19:34:17,T8678167,Completed,C6301450,eBike,Gurgaon Railway Station,Lok Kalyan Marg,,,,,,,818,46.44,4.3,4.2,UPI
17-Jun-25,6:03:55,T7338460,Completed,C7231919,eBike,Ghitorni,RK Puram,,,,,,,241,24.22,4.3,4.2,UPI
18-Jul-25,14:32:17,T8816774,Completed,C4931712,eBike,ITO,Rohini West,,,,,,,157,39.45,4.3,4.2,UPI
02-Apr-25,18:56:04,T2549816,Completed,C6058491,eBike,Ghaziabad,Lok Kalyan Marg,,,,,,,119,8.61,4.3,4.2,UPI
10-Oct-25,11:05:18,T6813621,Completed,C5415262,eBike,Panchsheel Park,Ashram,,,,,,,90,41.39,4.3,4.2,UPI
06-Jun-25,22:04:40,T2656642,Completed,C2056611,eBike,IMT Manesar,IIT Delhi,,,,,,,153,2.93,4.3,4.2,UPI
13-Aug-25,16:15:24,T6587931,Completed,C9996577,eBike,Civil Lines Gurgaon,Qutub Minar,,,,,,,176,23.58,4.3,4.2,UPI
12-Jan-25,21:01:49,T2519333,Completed,C3955017,eBike,Lal Quila,Golf Course Road,,,,,,,271,13.44,4.3,4.2,UPI
03-Jan-25,16:00:59,T4851276,Completed,C9857035,eBike,Barakhamba Road,IMT Manesar,,,,,,,228,43.01,4.3,4.2,UPI
07-Aug-25,0:32:40,T9689589,Completed,C9503747,eBike,Old Gurgaon,Mansarovar Park,,,,,,,297,17.03,4.3,4.2,UPI
24-Mar-25,8:30:07,T2272063,Completed,C1455812,eBike,Sonipat,Bahadurgarh,,,,,,,95,22.52,4.3,4.2,UPI
16-Aug-25,7:15:48,T4925959,Completed,C7072564,eBike,Pragati Maidan,Chhatarpur,,,,,,,240,5.7,4.3,4.2,UPI
12-Oct-25,10:05:34,T9456501,Completed,C5424124,eBike,IMT Manesar,Mehrauli,,,,,,,307,28.24,4.3,4.2,UPI
19-Sep-25,9:31:22,T1733083,Completed,C9233258,eBike,Chhatarpur,Saidulajab,,,,,,,574,20.8,4.3,4.2,UPI
08-Dec-25,20:26:01,T2842339,Completed,C9591293,eBike,Jhilmil,Green Park,,,,,,,472,13.2,4.3,4.2,UPI
04-Jun-25,19:43:46,T9421889,Completed,C9184617,eBike,Ramesh Nagar,Subhash Nagar,,,,,,,438,47.51,4.3,4.2,UPI
06-Jul-25,19:12:09,T5508587,Completed,C6076382,eBike,Gwal Pahari,Lajpat Nagar,,,,,,,288,47.58,4.3,4.2,UPI
21-Aug-25,20:13:45,T3818256,Completed,C8441945,eBike,Aya Nagar,Hauz Khas,,,,,,,213,40.83,4.3,4.2,UPI
21-Nov-25,17:06:46,T4765866,Completed,C2287930,eBike,Noida Sector 18,Sarai Kale Khan,,,,,,,77,28.22,4.3,4.2,UPI
13-Nov-25,17:52:58,T3786359,Completed,C3294979,eBike,Subhash Nagar,Janakpuri,,,,,,,418,23.98,4.3,4.2,UPI
17-Oct-25,13:47:39,T2791699,Completed,C4829073,eBike,Sikanderpur,Karol Bagh,,,,,,,297,37.16,4.3,4.2,UPI
29-Dec-25,15:45:24,T2472614,Completed,C5784039,eBike,Pragati Maidan,Hauz Rani,,,,,,,199,6.82,4.3,4.2,UPI
27-Nov-25,3:58:45,T3486052,Completed,C3790316,eBike,Udyog Vihar,Nirman Vihar,,,,,,,198,43.61,4.3,4.2,UPI
28-Sep-25,12:08:53,T2064947,Completed,C8187010,eBike,Saket A Block,Pragati Maidan,,,,,,,718,19.19,4.3,4.2,UPI
25-Aug-25,10:22:23,T7909675,Completed,C4389472,eBike,Mansarovar Park,Madipur,,,,,,,345,3.1,4.3,4.2,UPI
18-Mar-25,21:43:56,T8418230,Completed,C8127483,eBike,Anand Vihar,Inderlok,,,,,,,163,43.85,4.3,4.2,UPI
11-Sep-25,11:58:13,T7733447,Completed,C6515726,eBike,Ambience Mall,Saket,,,,,,,671,43.56,4.3,4.2,UPI
30-Nov-25,12:44:44,T5414501,Completed,C4716381,eBike,Noida Film City,Bhiwadi,,,,,,,298,11.54,4.3,4.2,UPI
26-Mar-25,17:47:04,T9047399,Completed,C9473312,eBike,Udyog Vihar Phase 4,Ghitorni,,,,,,,775,17.42,4.3,4.2,UPI
25-Nov-25,11:41:11,T2939978,Completed,C1367246,eBike,Faridabad Sector 15,Nawada,,,,,,,692,21,4.3,4.2,UPI
11-Jan-25,1:27:00,T2695120,Completed,C4028418,eBike,Ghaziabad,Panchsheel Park,,,,,,,904,39.66,4.3,4.2,UPI
26-Dec-25,18:54:33,T8223662,Completed,C3116539,eBike,Subhash Chowk,Uttam Nagar,,,,,,,392,27.63,4.3,4.2,UPI
23-Nov-25,15:17:02,T9287265,Completed,C3699741,eBike,Kirti Nagar,Munirka,,,,,,,684,4.09,4.3,4.2,UPI
29-Mar-25,6:12:02,T8440195,Completed,C5155325,eBike,Shivaji Park,Bahadurgarh,,,,,,,1038,6.23,4.3,4.2,UPI
21-Sep-25,9:20:40,T4755923,Completed,C3134415,eBike,Civil Lines Gurgaon,AIIMS,,,,,,,241,38.19,4.3,4.2,UPI
15-Aug-25,15:24:48,T3554341,Completed,C7300351,eBike,Hauz Rani,IMT Manesar,,,,,,,257,32.36,4.3,4.2,UPI
22-Sep-25,15:15:24,T8762144,Completed,C2031247,eBike,Hauz Khas,Pitampura,,,,,,,536,4.95,4.3,4.2,UPI
06-Mar-25,18:14:31,T7899586,Completed,C5919502,eBike,Ghitorni,Nawada,,,,,,,279,2.58,4.3,4.2,UPI
05-Mar-25,16:33:44,T2733644,Completed,C8296299,eBike,Seelampur,Delhi Gate,,,,,,,422,40.79,4.3,4.2,UPI
25-Nov-25,19:00:11,T8769400,Completed,C8232523,eBike,Barakhamba Road,Shastri Nagar,,,,,,,306,20.88,4.3,4.2,UPI
28-Feb-25,14:52:05,T7211466,Completed,C3904265,eBike,Tughlakabad,Samaypur Badli,,,,,,,688,30.5,4.3,4.2,UPI
17-Sep-25,5:00:51,T4181005,Completed,C9491685,eBike,Kalkaji,MG Road,,,,,,,318,19.5,4.3,4.2,UPI
24-Jun-25,20:03:36,T1343801,Completed,C7082563,eBike,Ardee City,Old Gurgaon,,,,,,,311,15.33,4.3,4.2,UPI
09-Feb-25,20:18:49,T7020800,Completed,C2290774,eBike,Cyber Hub,Model Town,,,,,,,75,31.41,4.3,4.2,UPI
17-Feb-25,12:20:48,T3741911,Completed,C5964264,eBike,Satguru Ram Singh Marg,Lok Kalyan Marg,,,,,,,2915,19.89,4.3,4.2,UPI
04-Sep-25,0:19:07,T9055566,Completed,C3181204,eBike,Lok Kalyan Marg,Tis Hazari,,,,,,,469,2.42,4.3,4.2,UPI
24-Jul-25,20:51:57,T8733171,Completed,C7205930,eBike,IIT Delhi,Lal Quila,,,,,,,682,23.53,4.3,4.2,UPI
08-Aug-25,17:23:34,T7105351,Completed,C5795314,eBike,Civil Lines Gurgaon,Shivaji Park,,,,,,,214,43.87,4.3,4.2,UPI
25-Sep-25,12:58:17,T9902985,Completed,C3697524,eBike,Sushant Lok,Hero Honda Chowk,,,,,,,282,38.87,4.3,4.2,UPI
04-Oct-25,8:24:43,T7401011,Completed,C5362251,eBike,Rohini East,Vishwavidyalaya,,,,,,,709,21.95,4.3,4.2,UPI
16-Oct-25,23:34:04,T3941294,Completed,C4146724,eBike,Uttam Nagar,Inderlok,,,,,,,384,33.15,4.3,4.2,UPI
13-May-25,21:15:49,T6502705,Completed,C1229118,eBike,IMT Manesar,Punjabi Bagh,,,,,,,65,46.42,4.3,4.2,UPI
26-Jun-25,18:58:13,T9653016,Completed,C4404784,eBike,Delhi Gate,Lal Quila,,,,,,,808,41.55,4.3,4.2,UPI
01-Dec-25,17:31:50,T7170041,Completed,C1800748,eBike,Kanhaiya Nagar,Raj Nagar Extension,,,,,,,628,19.22,4.3,4.2,UPI
17-Mar-25,21:53:30,T7355123,Completed,C7605081,eBike,Vasant Kunj,Subhash Nagar,,,,,,,123,16.44,4.3,4.2,UPI
17-Sep-25,18:48:14,T5537784,Completed,C7592653,eBike,Karkarduma,Munirka,,,,,,,205,23.29,4.3,4.2,UPI
10-May-25,16:10:30,T8597327,Completed,C8653570,eBike,Meerut,Ghaziabad,,,,,,,467,49.02,4.3,4.2,UPI
14-Mar-25,17:33:07,T1266225,Completed,C6518030,eBike,Kirti Nagar,Meerut,,,,,,,752,6.21,4.3,4.2,UPI
01-Nov-25,9:17:19,T5281025,Completed,C1004879,eBike,Rohini,Sarojini Nagar,,,,,,,306,44.06,4.3,4.2,UPI
16-Nov-25,7:25:34,T7386438,Completed,C5875897,eBike,Lok Kalyan Marg,IIT Delhi,,,,,,,217,41.24,4.3,4.2,UPI
04-May-25,12:59:12,T7839559,Completed,C5286660,eBike,Moti Nagar,Pitampura,,,,,,,376,39.04,4.3,4.2,UPI
25-Apr-25,10:16:19,T5582511,Completed,C8828197,eBike,Rohini East,Yamuna Bank,,,,,,,457,24.62,4.3,4.2,UPI
25-Nov-25,17:17:45,T7500699,Completed,C2593866,eBike,IGNOU Road,Pulbangash,,,,,,,315,9.75,4.3,4.2,UPI
14-Jun-25,20:58:12,T9927786,Completed,C8215508,eBike,Punjabi Bagh,Gurgaon Sector 56,,,,,,,432,32.56,4.2,5,UPI
12-Feb-25,20:17:26,T6735246,Completed,C1399169,eBike,Moolchand,Saket A Block,,,,,,,811,43.29,4.2,5,UPI
18-Jan-25,5:53:26,T3442968,Completed,C4814840,eBike,Khandsa,Faridabad Sector 15,,,,,,,221,11.62,4.2,4.8,UPI
31-Aug-25,16:46:34,T7361644,Completed,C5607237,eBike,Meerut,IGNOU Road,,,,,,,332,22.06,4.2,4.7,UPI
13-Nov-25,17:31:44,T4825679,Completed,C2084645,eBike,South Extension,Subhash Nagar,,,,,,,1544,20.2,4.2,4,UPI
03-Mar-25,7:22:47,T5786843,Completed,C1675347,eBike,Malviya Nagar,Meerut,,,,,,,1045,31.22,4.2,4.4,UPI
22-May-25,11:25:45,T7833784,Completed,C5641972,eBike,Shastri Nagar,Mundka,,,,,,,577,16.76,4.2,4.9,UPI
07-Mar-25,22:09:43,T8950600,Completed,C4537886,eBike,Sohna Road,Sikanderpur,,,,,,,1265,28.15,4.2,4.7,UPI
27-Nov-25,7:14:23,T1930756,Completed,C9217578,eBike,Badshahpur,Maidan Garhi,,,,,,,117,5.92,4.2,3.3,UPI
09-Oct-25,12:23:46,T2698156,Completed,C6106318,eBike,Chirag Delhi,Mayur Vihar,,,,,,,502,4.74,4.2,4.8,UPI
06-Jun-25,8:36:23,T8532713,Completed,C7676625,eBike,Preet Vihar,Noida Film City,,,,,,,547,6.32,4.2,4.4,UPI
11-Jan-25,10:00:32,T2149810,Completed,C3536200,eBike,Noida Sector 62,Badarpur,,,,,,,66,17.49,4.2,4.5,UPI
09-Dec-25,17:39:45,T5900150,Completed,C3654123,eBike,Ghitorni,Dwarka Mor,,,,,,,421,23.89,4.2,5,UPI
15-Aug-25,6:55:53,T7590462,Completed,C9807470,eBike,Manesar,Indraprastha,,,,,,,558,11.89,4.2,4.1,UPI
22-Mar-25,15:03:12,T3332700,Completed,C6351533,eBike,Qutub Minar,Netaji Subhash Place,,,,,,,225,16.46,4.2,4.8,UPI
02-Aug-25,15:34:33,T3014159,Completed,C4048811,eBike,Panchsheel Park,Patel Chowk,,,,,,,156,44.53,4.2,4.9,UPI
18-May-25,18:17:51,T9778401,Completed,C9025796,eBike,Khandsa,Udyog Vihar,,,,,,,331,49.07,4.2,3.4,UPI
07-Nov-25,8:18:13,T4165128,Completed,C4713449,eBike,Connaught Place,Hauz Rani,,,,,,,610,33.91,4.2,5,UPI
15-Nov-25,20:00:11,T2750933,Completed,C6650025,eBike,Saket A Block,Ghitorni,,,,,,,1110,3.42,4.2,4.3,UPI
03-Dec-25,19:00:40,T3245343,Completed,C5312322,eBike,Gwal Pahari,Anand Vihar ISBT,,,,,,,401,4.89,4.2,4.2,UPI
01-Apr-25,17:11:22,T3472920,Completed,C5432354,eBike,Jor Bagh,Saket A Block,,,,,,,610,41.3,4.2,4.7,UPI
03-Mar-25,16:44:17,T7022060,Completed,C5294809,eBike,Mundka,Rajiv Chowk,,,,,,,124,45.56,4.2,4.2,UPI
14-Jan-25,15:54:38,T2286268,Completed,C6608173,eBike,Paschim Vihar,Hauz Khas,,,,,,,868,36.09,4.2,4.9,UPI
14-Apr-25,21:27:42,T5809269,Completed,C7147793,eBike,Madipur,Barakhamba Road,,,,,,,467,14.28,4.2,4.9,UPI
06-Dec-25,14:51:37,T7749669,Completed,C1387350,eBike,Kashmere Gate ISBT,Sikanderpur,,,,,,,118,16.82,4.2,3.8,UPI
28-Aug-25,14:07:27,T3448805,Completed,C1172795,eBike,Faridabad Sector 15,Sarojini Nagar,,,,,,,443,47.78,4.2,4.3,UPI
14-Dec-25,21:15:59,T7768664,Completed,C8651321,eBike,Anand Vihar ISBT,Netaji Subhash Place,,,,,,,357,17.03,4.2,4.2,UPI
18-Jun-25,12:31:33,T3929227,Completed,C3392794,eBike,Gwal Pahari,Green Park,,,,,,,329,15.14,4.2,4.4,UPI
06-Nov-25,19:11:46,T7588204,Completed,C4038600,eBike,Jahangirpuri,New Colony,,,,,,,549,32.73,4.2,4.4,UPI
06-Jan-25,7:40:21,T4189146,Completed,C8888089,eBike,Golf Course Road,Hauz Khas,,,,,,,1244,8.82,4.2,4.2,UPI
06-Mar-25,0:56:14,T7467511,Completed,C8881611,eBike,Janakpuri,Shivaji Park,,,,,,,489,22.53,4.2,4.9,UPI
28-Jan-25,10:21:38,T3098330,Completed,C4737727,eBike,Aya Nagar,Pataudi Chowk,,,,,,,726,6.5,4.2,4.9,UPI
09-Jun-25,16:00:49,T9438789,Completed,C1047451,eBike,New Delhi Railway Station,Shahdara,,,,,,,1318,14.72,4.2,4.5,UPI
20-Dec-25,13:48:46,T2426107,Completed,C8425784,eBike,Central Secretariat,DLF City Court,,,,,,,266,15.22,4.2,4.2,UPI
29-Oct-25,19:29:56,T6694731,Completed,C6198263,eBike,Welcome,Ashram,,,,,,,193,22.04,4.2,4.3,UPI
08-Dec-25,12:09:17,T6963067,Completed,C5705768,eBike,Nawada,Dwarka Sector 21,,,,,,,534,31.05,4.2,4.5,UPI
28-Nov-25,20:09:23,T5791222,Completed,C7486312,eBike,Sonipat,Vishwavidyalaya,,,,,,,948,29.36,4.2,4.3,UPI
10-Dec-25,13:29:42,T2291151,Completed,C8599268,eBike,Nehru Place,Dwarka Mor,,,,,,,146,48.56,4.2,5,UPI
17-May-25,8:12:10,T7439660,Completed,C1484159,eBike,Jor Bagh,Badshahpur,,,,,,,933,41.13,4.2,4.8,UPI
17-Jun-25,21:05:33,T3065845,Completed,C5216260,eBike,Indirapuram,Noida Film City,,,,,,,141,19.15,4.2,4.7,UPI
18-Mar-25,15:17:19,T6729527,Completed,C2385966,eBike,Sikanderpur,GTB Nagar,,,,,,,236,39.4,4.2,4.9,UPI
11-Jun-25,7:33:57,T5847398,Completed,C9197018,eBike,Pragati Maidan,Madipur,,,,,,,124,28.97,4.2,5,UPI
22-Dec-25,7:16:53,T4644768,Completed,C3809970,eBike,Dwarka Mor,Jahangirpuri,,,,,,,436,10.76,4.2,4.1,UPI
27-Jan-25,13:49:07,T7605355,Completed,C6086076,eBike,Yamuna Bank,Ghaziabad,,,,,,,1412,35.28,4.2,4.9,UPI
30-May-25,7:19:58,T5726061,Completed,C8142568,eBike,Sikanderpur,Kashmere Gate ISBT,,,,,,,983,30.27,4.2,5,UPI
04-Dec-25,16:56:23,T7802404,Completed,C7167148,eBike,Punjabi Bagh,Tagore Garden,,,,,,,185,6.63,4.2,4.3,UPI
27-Sep-25,9:02:59,T8555104,Completed,C7615522,eBike,Indraprastha,Mandi House,,,,,,,93,22.22,4.2,4.3,UPI
14-Jun-25,7:41:11,T9313303,Completed,C9532875,eBike,Ghitorni Village,IFFCO Chowk,,,,,,,78,41.97,4.2,3.7,UPI
17-May-25,15:03:38,T2218415,Completed,C2192481,eBike,Rohini East,Ashok Park Main,,,,,,,879,37.96,4.2,4.3,UPI
08-Dec-25,23:24:25,T8746804,Completed,C9798664,eBike,Vaishali,Gwal Pahari,,,,,,,140,28.54,4.2,4.5,UPI
27-Jun-25,13:45:24,T7854223,Completed,C6920692,eBike,Kashmere Gate,Keshav Puram,,,,,,,290,38.01,4.2,4.9,UPI
27-Feb-25,19:04:01,T4317688,Completed,C5495333,eBike,Preet Vihar,Civil Lines Gurgaon,,,,,,,602,28.18,4.2,4.3,UPI
22-Apr-25,11:09:01,T6896200,Completed,C1552587,eBike,Maidan Garhi,Greater Kailash,,,,,,,323,13.82,4.2,4.2,UPI
13-Sep-25,9:50:57,T9354482,Completed,C3071788,eBike,Gurgaon Sector 56,Mehrauli,,,,,,,454,9.6,4.2,3.8,UPI
03-Jun-25,14:27:17,T5531050,Completed,C1903709,eBike,Ashok Park Main,Peeragarhi,,,,,,,90,44.47,4.2,4.3,UPI
17-Jan-25,23:37:11,T4417156,Completed,C3945705,eBike,DLF Phase 3,Gurgaon Sector 56,,,,,,,270,14.96,4.2,5,UPI
30-Sep-25,12:29:31,T3329997,Completed,C4591493,eBike,Punjabi Bagh,Lok Kalyan Marg,,,,,,,234,13.6,4.2,4.3,UPI
16-Jul-25,8:02:33,T5850235,Completed,C4196514,eBike,Gurgaon Railway Station,Malviya Nagar,,,,,,,78,30.66,4.2,3.8,UPI
10-Sep-25,6:13:37,T5593456,Completed,C7317693,eBike,Kadarpur,Green Park,,,,,,,577,39.45,4.2,5,UPI
29-Jan-25,9:31:59,T3274305,Completed,C6461033,eBike,Saket A Block,Chandni Chowk,,,,,,,844,14.39,4.2,4.9,UPI
11-Mar-25,15:17:35,T5836833,Completed,C8131226,eBike,Shahdara,Nawada,,,,,,,86,48.85,4.2,4.1,UPI
27-Dec-25,10:42:14,T6411219,Completed,C7741346,eBike,Lal Quila,Munirka,,,,,,,547,31.81,4.2,4.2,UPI
04-Nov-25,14:19:00,T3606452,Completed,C5680938,eBike,Kaushambi,IGI Airport,,,,,,,718,12.87,4.2,4.2,UPI
27-Aug-25,7:55:28,T8858981,Completed,C4315120,eBike,Sarojini Nagar,Moolchand,,,,,,,161,24.35,4.2,4.8,UPI
09-Nov-25,17:26:48,T9572925,Completed,C6930815,eBike,Greater Kailash,Barakhamba Road,,,,,,,538,35.67,4.2,4.9,UPI
17-Jan-25,13:50:45,T8080048,Completed,C2298199,eBike,Hero Honda Chowk,Palam Vihar,,,,,,,435,48.61,4.2,4.9,UPI
09-Nov-25,15:47:09,T7905700,Completed,C7061960,eBike,Vasant Kunj,Indirapuram,,,,,,,829,44.06,4.2,4.3,UPI
30-Oct-25,20:39:37,T9361343,Completed,C4427891,eBike,Pitampura,IGNOU Road,,,,,,,455,21.3,4.2,4.5,UPI
01-Jul-25,15:24:48,T8100047,Completed,C4325079,eBike,Mayur Vihar,MG Road,,,,,,,392,19.52,4.2,3.6,UPI
22-Jul-25,7:36:33,T9851838,Completed,C9854783,eBike,Vasant Kunj,Karkarduma,,,,,,,716,33.81,4.2,4.4,UPI
12-Sep-25,18:27:56,T6716569,Completed,C1498641,eBike,Palam Vihar,MG Road,,,,,,,369,2.86,4.2,3.3,UPI
